image_name,tags
train_13450,agriculture clear habitation primary
train_15048,partly_cloudy primary
train_3225,clear primary
train_23957,artisinal_mine partly_cloudy primary water
train_31921,clear primary
train_26449,clear primary
train_18207,agriculture clear habitation primary road
train_17375,clear primary water
train_12065,agriculture partly_cloudy water
train_27411,cloudy
train_40259,agriculture clear habitation primary road water
train_21951,clear primary
train_9510,clear primary
train_23339,clear primary
train_39827,agriculture clear primary
train_15329,clear primary
train_4716,clear primary water
train_27896,clear primary
train_6024,agriculture clear habitation primary road
train_29448,partly_cloudy primary water
train_9567,partly_cloudy primary
train_17879,partly_cloudy primary water
train_23427,clear primary
train_37951,clear primary
train_35557,agriculture clear cultivation primary
train_24674,agriculture partly_cloudy primary
train_27341,partly_cloudy primary
train_27761,partly_cloudy primary
train_17304,agriculture cultivation haze primary
train_3102,clear primary
train_27044,clear primary
train_5416,agriculture clear cultivation habitation primary road water
train_31718,agriculture clear cultivation primary road
train_15920,haze primary
train_9272,clear primary
train_30933,agriculture clear primary
train_34186,clear primary water
train_38274,haze primary road water
train_36527,clear primary
train_1383,clear primary water
train_2008,bare_ground clear habitation primary water
train_13998,agriculture clear primary road water
train_3535,clear cultivation primary
train_34591,partly_cloudy primary
train_11531,clear primary
train_30875,clear habitation road water
train_29912,agriculture partly_cloudy primary road
train_34067,partly_cloudy primary
train_6839,clear primary
train_1804,agriculture cultivation haze primary
train_38151,partly_cloudy primary
train_38409,agriculture clear habitation primary road
train_10069,clear primary
train_35929,partly_cloudy primary
train_21326,clear primary
train_34184,agriculture clear primary
train_29144,haze primary water
train_32395,clear primary
train_15577,partly_cloudy primary
train_1073,agriculture partly_cloudy primary road
train_21175,clear primary
train_17342,clear primary water
train_38822,agriculture clear habitation primary road
train_10476,clear primary
train_35894,artisinal_mine clear primary water
train_33927,agriculture clear habitation primary road selective_logging water
train_21030,agriculture clear primary road water
train_38713,clear primary
train_4725,clear water
train_25390,agriculture partly_cloudy primary
train_15664,partly_cloudy primary
train_1694,agriculture clear cultivation cultivation primary road
train_15128,clear primary road water
train_23347,clear primary
train_11304,partly_cloudy primary water
train_1826,agriculture clear primary water
train_23182,haze primary
train_16714,clear primary water
train_19040,partly_cloudy primary
train_12638,clear primary
train_31343,agriculture clear primary water
train_8719,clear primary water
train_26762,clear primary
train_13578,partly_cloudy primary
train_25122,partly_cloudy primary
train_2127,clear primary water
train_690,agriculture haze primary road
train_28072,cloudy
train_6898,agriculture clear primary
train_26474,agriculture clear primary road
train_7453,clear primary
train_38266,clear primary water
train_21911,clear primary
train_6289,clear primary
train_28338,partly_cloudy primary
train_19667,clear cultivation habitation primary water
train_3828,agriculture partly_cloudy primary road
train_40463,agriculture haze primary
train_32238,clear primary
train_17628,agriculture clear primary water
train_7956,clear primary water
train_7041,partly_cloudy primary road water
train_36513,partly_cloudy primary
train_28088,clear primary
train_23590,blooming clear primary
train_27922,clear primary water
train_19987,partly_cloudy primary
train_17965,partly_cloudy primary
train_28483,agriculture clear primary water
train_6650,clear primary
train_14056,agriculture clear cultivation primary road
train_11524,clear primary
train_13333,agriculture clear habitation road
train_33718,clear primary
train_16893,clear primary
train_30594,agriculture cultivation partly_cloudy primary
train_31328,agriculture clear primary road
train_33894,clear primary
train_6758,partly_cloudy primary
train_5165,partly_cloudy primary
train_28858,agriculture haze primary road
train_28563,clear primary
train_26198,partly_cloudy primary
train_36469,clear primary water
train_38949,clear primary water
train_39306,clear primary
train_26972,agriculture clear cultivation primary
train_30513,agriculture clear primary road
train_22,partly_cloudy primary
train_29727,partly_cloudy primary
train_17863,agriculture clear primary road
train_35015,agriculture cultivation haze primary
train_12408,clear primary
train_17276,agriculture clear primary water
train_31270,agriculture clear cultivation primary road
train_11327,blooming clear primary
train_23826,cloudy
train_8605,agriculture clear primary
train_18815,partly_cloudy primary
train_11672,agriculture clear primary road
train_18102,cloudy
train_3151,clear primary
train_10027,agriculture clear cultivation primary
train_4536,partly_cloudy primary water
train_15948,clear primary
train_12989,clear water
train_390,agriculture clear primary road
train_25245,clear primary
train_27698,clear primary water
train_17945,agriculture clear habitation primary road
train_35027,cloudy
train_39064,agriculture clear primary
train_30578,agriculture clear primary road
train_21056,clear primary
train_34420,clear primary water
train_15586,agriculture clear cultivation primary
train_18911,clear primary
train_30941,clear primary
train_16636,clear habitation primary road
train_23954,clear primary
train_36570,clear primary water
train_37062,agriculture clear primary road
train_15919,clear primary
train_7561,agriculture cultivation partly_cloudy primary water
train_33773,cloudy
train_14027,clear primary
train_19123,clear primary
train_26782,agriculture clear primary water
train_4474,agriculture clear habitation primary
train_34203,clear primary
train_39833,agriculture clear primary
train_7479,clear primary water
train_32973,cloudy
train_30253,agriculture clear primary road water
train_28488,cloudy
train_10923,clear primary
train_21681,clear primary road water
train_28901,clear primary
train_38,clear primary
train_22771,clear primary
train_27068,haze primary
train_27112,haze primary
train_40158,agriculture clear road water
train_4279,clear primary
train_17512,agriculture clear primary road water
train_36607,partly_cloudy primary water
train_21745,haze primary road
train_38718,agriculture cultivation partly_cloudy primary
train_33674,clear primary
train_19337,agriculture clear primary
train_8409,clear primary
train_16156,agriculture clear primary
train_39636,clear primary water
train_13021,agriculture clear cultivation habitation primary road water
train_9500,agriculture clear primary
train_23496,clear primary
train_21484,clear primary
train_5960,bare_ground clear primary
train_33117,agriculture clear habitation primary road
train_36725,clear primary
train_28182,cloudy
train_33663,partly_cloudy primary
train_20634,clear primary
train_8850,clear cultivation primary
train_19530,agriculture partly_cloudy road
train_21360,agriculture clear primary road
train_6075,clear primary
train_16007,partly_cloudy primary
train_27935,clear primary
train_14775,clear primary road selective_logging
train_25777,agriculture cultivation haze primary
train_21901,clear primary
train_8802,partly_cloudy primary
train_449,clear primary
train_6932,clear primary water
train_14683,clear primary road selective_logging
train_14621,agriculture clear primary road
train_3255,clear primary
train_26576,clear conventional_mine primary water
train_9203,artisinal_mine clear primary road water
train_17406,cloudy
train_34396,partly_cloudy primary
train_14084,partly_cloudy primary
train_12526,clear primary
train_15286,agriculture clear primary road
train_29150,clear primary
train_7199,partly_cloudy primary
train_7417,clear primary
train_36820,clear primary
train_34601,agriculture clear cultivation primary water
train_28817,agriculture clear habitation primary water
train_33697,agriculture cultivation partly_cloudy primary
train_31154,clear primary
train_20199,agriculture partly_cloudy primary road
train_16915,cloudy
train_27557,agriculture clear primary road water
train_2599,partly_cloudy primary
train_40309,haze primary water
train_10741,blooming partly_cloudy primary
train_1993,clear primary
train_5725,clear primary
train_35550,agriculture clear habitation primary road
train_5366,clear primary
train_10310,clear primary
train_9790,agriculture clear primary
train_1143,clear cultivation primary
train_26639,clear primary
train_13254,clear primary
train_30425,haze primary
train_30417,clear primary
train_1831,clear primary
train_17064,clear primary
train_32012,clear primary
train_17048,partly_cloudy primary
train_34113,partly_cloudy primary
train_7314,partly_cloudy primary
train_1841,clear primary
train_29511,partly_cloudy primary
train_6782,agriculture clear cultivation primary
train_35721,clear primary
train_15963,agriculture haze primary water
train_27289,haze primary
train_27773,habitation haze primary road
train_34882,agriculture clear primary road
train_19571,clear habitation primary road water
train_22032,agriculture partly_cloudy primary road
train_18782,partly_cloudy primary
train_12542,agriculture clear habitation primary road
train_1390,agriculture clear cultivation primary
train_2181,clear primary
train_10541,agriculture clear cultivation primary road
train_21775,clear primary
train_4876,partly_cloudy primary
train_37127,clear primary
train_958,agriculture partly_cloudy primary water
train_2329,partly_cloudy primary
train_13132,clear primary
train_12405,partly_cloudy primary
train_26842,agriculture clear primary road
train_2415,agriculture clear primary
train_24526,haze primary
train_12003,agriculture haze primary road water
train_16395,clear primary
train_27037,clear primary
train_38017,clear primary
train_39881,cloudy
train_6086,clear primary
train_23222,cloudy
train_39282,clear primary
train_19157,clear primary
train_12414,agriculture clear primary
train_12380,clear primary
train_35084,agriculture clear habitation primary road
train_17681,agriculture clear cultivation primary
train_30635,agriculture cultivation partly_cloudy primary
train_3035,clear primary
train_25334,clear primary road selective_logging
train_35898,clear primary
train_15362,agriculture clear primary
train_22808,cloudy
train_25258,clear primary water
train_34354,haze primary
train_26420,clear primary
train_13141,clear primary water
train_23546,bare_ground clear
train_16180,clear primary
train_7026,clear primary
train_8545,cloudy
train_12593,agriculture clear cultivation primary water
train_35113,clear primary road
train_29233,clear primary
train_32674,clear primary
train_20231,clear primary
train_3760,cloudy
train_7730,clear cultivation primary selective_logging
train_15562,cloudy
train_34480,clear primary
train_16687,agriculture clear primary
train_33772,agriculture clear primary water
train_35690,partly_cloudy primary water
train_29967,clear primary water
train_13218,clear primary
train_32200,partly_cloudy primary water
train_646,cloudy
train_19413,clear primary
train_24770,clear primary
train_24431,agriculture clear primary road
train_36721,agriculture clear habitation primary road
train_23774,agriculture clear primary water
train_3386,clear primary
train_20859,clear primary road water
train_3886,clear primary
train_40286,haze primary
train_34079,cloudy
train_15670,partly_cloudy primary
train_27739,clear primary water
train_3207,haze primary
train_30012,agriculture clear primary water
train_40467,agriculture clear primary road
train_37328,agriculture clear habitation primary road
train_11240,cloudy
train_31164,clear primary road
train_2880,partly_cloudy primary
train_1015,clear primary
train_22155,clear cultivation primary water
train_24537,clear primary water
train_18224,clear primary
train_4324,agriculture cultivation partly_cloudy primary water
train_28405,clear primary
train_7006,agriculture clear primary road water
train_39110,partly_cloudy primary
train_2592,clear primary
train_9523,agriculture clear primary
train_5704,clear primary
train_19406,agriculture clear habitation primary road
train_37688,clear primary
train_23904,clear cultivation habitation primary
train_37158,clear primary
train_14224,agriculture clear cultivation primary road
train_7885,agriculture clear habitation primary road water
train_26798,clear primary
train_23247,haze primary
train_21383,agriculture clear habitation primary road
train_28722,haze primary water
train_2596,agriculture clear primary road
train_20858,clear primary road water
train_33130,clear primary
train_36828,agriculture clear primary road
train_17399,clear primary
train_34593,haze primary
train_19489,partly_cloudy primary
train_32516,clear primary
train_39259,agriculture clear cultivation primary
train_7697,partly_cloudy primary
train_17316,clear primary
train_8915,partly_cloudy primary water
train_6156,partly_cloudy primary
train_25512,agriculture haze primary road
train_19724,clear primary
train_37026,agriculture clear habitation primary road water
train_37552,agriculture clear primary
train_882,agriculture partly_cloudy primary
train_26247,clear primary
train_7721,partly_cloudy primary
train_17973,agriculture clear cultivation habitation primary water
train_22982,clear primary
train_1354,clear primary
train_39971,clear primary
train_33200,clear primary
train_5577,clear primary
train_36632,clear primary
train_18484,agriculture clear primary
train_18889,clear primary
train_27509,haze primary
train_34769,agriculture clear habitation primary road
train_7817,clear primary
train_23670,agriculture partly_cloudy primary
train_26927,haze primary
train_16921,haze primary
train_29137,clear primary
train_20575,clear primary road
train_23376,agriculture clear cultivation primary water
train_28188,clear primary
train_17099,clear primary
train_1742,clear habitation primary road
train_1561,clear primary
train_32341,agriculture cultivation partly_cloudy primary road
train_17696,agriculture clear primary road
train_15070,clear primary
train_7687,clear primary
train_6195,clear primary
train_33339,agriculture habitation partly_cloudy primary road
train_30357,agriculture haze primary road
train_27710,agriculture habitation partly_cloudy primary road
train_16732,clear primary
train_7523,agriculture clear cultivation primary
train_14600,agriculture clear cultivation primary
train_13374,agriculture clear primary
train_34641,agriculture clear primary road
train_20111,clear primary
train_39695,clear primary water
train_33782,clear primary
train_28590,haze primary
train_13663,agriculture clear primary water
train_26808,agriculture artisinal_mine clear cultivation primary water
train_24514,clear primary
train_31377,agriculture clear primary road water
train_34663,agriculture clear cultivation habitation primary road
train_33070,agriculture clear primary water
train_19658,agriculture habitation partly_cloudy primary road water
train_10071,agriculture clear habitation primary road
train_2761,clear primary water
train_6667,partly_cloudy primary
train_31249,clear primary
train_20912,clear water
train_18141,clear primary
train_36394,partly_cloudy primary
train_28752,agriculture clear primary
train_32133,haze primary
train_25562,bare_ground partly_cloudy primary
train_17603,haze primary
train_25308,clear primary
train_39817,agriculture clear cultivation primary
train_28684,cloudy
train_33133,agriculture clear primary road
train_31193,agriculture clear primary water
train_13304,clear primary
train_14032,agriculture clear primary road
train_32167,clear primary
train_15478,clear primary
train_3256,clear primary water
train_14309,agriculture clear cultivation primary
train_18337,clear bare_ground
train_24977,agriculture clear primary water
train_22058,clear primary
train_2744,clear primary
train_28393,agriculture partly_cloudy primary road
train_28235,agriculture clear primary road
train_18612,agriculture clear cultivation primary
train_15721,agriculture clear primary
train_35433,clear primary
train_32063,clear primary
train_11811,agriculture cultivation partly_cloudy primary
train_5579,clear primary
train_26043,clear primary
train_38863,agriculture cultivation haze primary
train_13801,agriculture clear primary
train_11073,partly_cloudy primary
train_9941,cloudy
train_13134,agriculture clear cultivation primary
train_21289,agriculture haze primary
train_12436,clear primary
train_4708,agriculture clear primary water
train_29108,clear primary
train_1129,agriculture cultivation partly_cloudy primary road
train_18928,agriculture clear cultivation primary road
train_35135,agriculture clear primary road
train_20556,agriculture clear cultivation primary
train_32097,clear primary
train_17619,agriculture clear cultivation habitation primary road
train_26140,agriculture clear habitation primary water
train_593,clear primary
train_39826,clear primary
train_5943,agriculture clear primary
train_26526,agriculture partly_cloudy primary
train_12515,clear primary
train_10423,bare_ground clear habitation primary water
train_22388,agriculture clear cultivation primary road water
train_38864,agriculture clear primary
train_37730,clear primary
train_345,agriculture clear primary
train_6029,agriculture clear primary
train_18414,clear primary
train_495,clear primary water
train_10270,clear primary water
train_14199,clear primary
train_32122,agriculture clear habitation primary road
train_27832,agriculture clear primary
train_289,clear primary
train_15916,clear primary
train_19702,clear habitation primary road
train_36116,agriculture clear primary road water
train_13966,clear primary
train_3653,agriculture clear primary road
train_22497,agriculture clear cultivation primary water
train_789,clear primary
train_969,partly_cloudy primary
train_15030,clear primary
train_82,blooming clear cultivation habitation primary slash_burn
train_22241,agriculture clear primary
train_34065,partly_cloudy primary
train_17555,clear primary
train_25556,agriculture partly_cloudy primary
train_19476,agriculture clear primary
train_38397,clear primary
train_12322,clear primary
train_38804,cloudy
train_30005,clear primary
train_20031,partly_cloudy primary water
train_37231,agriculture clear cultivation primary
train_5827,clear primary
train_39975,artisinal_mine clear primary road water
train_11395,agriculture clear primary road
train_28814,clear primary
train_5970,clear primary
train_22623,blooming clear primary road
train_39005,agriculture partly_cloudy primary
train_24769,clear primary
train_39711,clear primary
train_928,partly_cloudy primary water
train_8776,clear primary
train_15534,partly_cloudy primary road water
train_16208,agriculture clear cultivation primary road
train_6432,clear primary
train_14544,agriculture clear primary water
train_3249,clear habitation primary road water
train_30390,agriculture clear habitation primary road
train_16533,bare_ground clear primary road
train_22081,clear primary
train_37124,agriculture clear primary road
train_32869,cloudy
train_30503,clear primary
train_10019,clear primary
train_30397,clear cultivation primary water
train_24768,haze primary
train_27818,agriculture clear primary
train_10728,haze primary water
train_12725,agriculture clear cultivation primary
train_26748,clear primary selective_logging
train_5448,blooming clear primary
train_31794,partly_cloudy primary
train_12030,agriculture clear habitation primary road
train_18964,blow_down partly_cloudy primary
train_29496,clear primary
train_12240,clear primary
train_18657,partly_cloudy primary
train_12071,partly_cloudy primary water
train_5105,clear habitation primary
train_34620,agriculture cultivation partly_cloudy primary road
train_3495,clear primary
train_1252,agriculture clear primary road
train_31092,agriculture clear primary
train_16212,haze primary water
train_39475,agriculture clear cultivation habitation primary road water
train_7188,agriculture clear primary
train_11802,agriculture clear habitation primary road water
train_33307,clear primary
train_7424,agriculture clear cultivation primary
train_19289,partly_cloudy primary
train_4156,clear primary
train_18464,clear primary
train_35446,clear primary
train_2021,cloudy
train_40298,clear primary water
train_19961,agriculture partly_cloudy primary
train_28840,agriculture clear cultivation primary
train_24913,agriculture clear primary road
train_34837,agriculture clear primary
train_26840,clear primary water
train_31959,agriculture clear primary road water
train_9685,partly_cloudy primary
train_22661,haze primary
train_25738,blooming clear primary water
train_24103,clear primary selective_logging
train_40091,clear primary
train_27792,clear primary water
train_37545,artisinal_mine bare_ground clear primary water
train_35392,clear habitation primary
train_40233,clear primary road water
train_13146,clear cultivation primary road water
train_30791,agriculture clear habitation primary road
train_33472,agriculture clear primary water
train_38192,partly_cloudy primary
train_8580,clear cultivation primary water
train_35161,agriculture clear habitation primary road
train_19046,agriculture habitation partly_cloudy primary road
train_25934,artisinal_mine clear primary road water
train_24455,agriculture clear habitation primary
train_8215,agriculture clear cultivation habitation primary
train_26112,agriculture clear cultivation primary road
train_7551,clear primary
train_13377,clear primary
train_20655,cloudy
train_26178,agriculture partly_cloudy primary road
train_24597,agriculture clear habitation primary
train_28024,agriculture clear primary
train_14603,clear primary
train_35820,clear primary
train_24363,clear primary
train_33101,clear primary
train_14702,clear primary
train_28098,clear primary
train_2024,clear primary water
train_27228,clear primary selective_logging
train_15790,haze primary
train_22918,clear primary
train_22652,agriculture clear primary road
train_24040,bare_ground clear primary
train_19255,clear primary
train_30292,clear primary
train_4310,partly_cloudy primary
train_34616,clear primary
train_31311,clear primary road selective_logging
train_22647,clear primary
train_33381,haze primary water
train_28598,clear primary
train_10240,clear primary
train_22322,agriculture clear primary road
train_29789,clear primary road water
train_13296,clear primary
train_3782,agriculture clear cultivation primary road water
train_6341,agriculture bare_ground clear habitation primary road
train_19935,clear primary water
train_16645,agriculture clear cultivation primary road water
train_5663,clear primary
train_4352,agriculture clear cultivation habitation primary road
train_23955,clear primary
train_17663,haze primary
train_17122,agriculture clear primary
train_22833,conventional_mine habitation partly_cloudy primary road
train_33383,agriculture clear primary road
train_23375,clear primary
train_14513,clear primary
train_19214,agriculture clear primary road water
train_13016,cloudy
train_16432,clear primary
train_4370,partly_cloudy primary
train_22792,clear primary
train_39521,agriculture haze primary
train_39598,agriculture clear primary road
train_13650,clear primary
train_39298,clear primary
train_4835,clear primary water
train_33198,partly_cloudy primary
train_14925,clear primary water
train_1929,agriculture habitation partly_cloudy primary road
train_35519,partly_cloudy primary water
train_11354,cloudy
train_36032,partly_cloudy primary
train_36357,agriculture clear habitation primary
train_18371,partly_cloudy primary
train_333,agriculture clear primary road
train_13413,cloudy
train_2628,clear primary
train_26649,clear primary
train_4867,cloudy
train_10668,clear primary
train_3660,clear primary
train_467,agriculture clear cultivation primary
train_24174,clear primary
train_883,agriculture clear primary
train_28922,clear primary
train_22239,clear primary water
train_6147,agriculture partly_cloudy primary
train_12911,clear primary
train_18910,clear primary
train_16176,clear primary
train_14580,clear primary
train_1942,partly_cloudy primary
train_778,clear primary water
train_38359,agriculture clear primary road
train_11594,partly_cloudy primary
train_4856,partly_cloudy primary road water
train_13482,clear primary
train_14655,clear primary
train_7345,agriculture clear primary water
train_36814,partly_cloudy primary water
train_10689,agriculture partly_cloudy primary road
train_23968,clear primary
train_15088,partly_cloudy primary
train_11351,agriculture clear primary
train_4882,clear primary
train_27986,clear primary water
train_35683,agriculture clear habitation primary road
train_18253,cloudy
train_22688,clear primary
train_2320,clear primary
train_14705,clear primary
train_29136,agriculture clear cultivation primary road
train_20150,agriculture clear cultivation primary
train_3838,partly_cloudy primary water
train_1796,clear primary
train_23369,agriculture clear primary road water
train_25951,agriculture cultivation habitation partly_cloudy primary road water
train_3678,agriculture habitation haze primary road
train_25189,clear cultivation primary
train_14239,clear primary
train_8300,clear primary
train_23512,clear primary
train_30148,agriculture clear habitation primary
train_36515,haze primary
train_13597,clear primary
train_35978,agriculture clear primary road water
train_1516,agriculture habitation haze primary road
train_2182,agriculture habitation partly_cloudy primary road
train_21570,agriculture clear habitation primary road
train_39712,clear primary road water
train_25118,clear primary
train_39929,agriculture clear primary road
train_34027,clear cultivation habitation primary
train_16565,clear primary road water
train_17175,clear primary
train_40304,clear primary
train_16291,clear primary road selective_logging
train_1127,clear primary
train_24523,agriculture cultivation partly_cloudy primary water
train_12827,agriculture clear cultivation primary
train_14179,cloudy
train_28730,agriculture bare_ground clear
train_19177,agriculture clear habitation primary road
train_4230,agriculture clear habitation primary road
train_257,cloudy
train_13603,agriculture clear habitation primary road
train_22855,clear primary water
train_5859,clear primary
train_29061,cloudy
train_13392,clear primary
train_13181,partly_cloudy primary
